model;year;engineSize;transmission;mileage;fuelType;tax;mpg;price
1;2018;1.0;1;28138;4;145;56.5;10990
4;2019;1.5;1;10351;1;145;54.3;18489
5;2017;1.0;1;29500;4;145;52.3;9489
1;2017;1.5;1;4162;1;0;78.5;9795
4;2017;2.0;1;23237;1;125;60.1;15995
4;2019;2.0;1;7959;1;145;38.2;18495
2;2018;1.5;1;10553;1;145;74.3;11995
1;2018;1.0;1;23112;4;145;65.7;9998
1;2019;1.0;1;7953;4;145;60.1;14998
1;2015;1.2;1;14422;4;125;54.3;8000
2;2017;2.0;3;21183;1;145;61.4;18498
1;2016;1.2;1;21446;4;125;54.3;7998
1;2019;1.0;1;7941;4;145;58.9;12498
2;2016;1.0;1;45256;4;20;60.1;8498
1;2013;1.0;1;54545;4;0;65.7;5298
2;2017;1.0;1;28761;4;20;60.1;9998
6;2014;1.0;1;31343;4;30;55.4;7498
4;2017;2.0;1;24896;1;125;60.1;15998
2;2017;2.0;1;45854;4;150;41.5;16998
1;2017;1.2;1;18775;4;125;54.3;8698
2;2019;1.0;1;10386;4;145;49.6;15998
1;2017;1.2;1;20507;4;125;54.3;8998
2;2017;1.0;3;32384;4;125;51.4;9998
1;2019;1.1;1;10786;4;145;55.4;10698
4;2020;2.0;1;1196;1;150;38.2;20450
6;2017;1.5;1;39254;1;150;68.9;11495
6;2017;1.5;1;30157;1;20;68.9;9750
4;2019;1.5;1;11859;1;145;54.3;18495
10;2019;1.5;1;9693;1;145;57.7;14950
4;2018;1.5;1;11723;1;145;64.2;17295
2;2019;1.5;1;11027;1;145;74.3;16250
15;2015;1.2;1;28322;4;30;57.7;4998
1;2017;1.0;1;23833;4;0;65.7;8698
1;2017;1.0;1;13775;4;145;65.7;11298
2;2017;1.0;1;14050;4;145;60.1;10898
4;2014;2.0;1;34088;1;160;47.9;11698
13;2014;1.0;1;52565;4;30;55.4;5998
1;2017;1.6;3;16517;4;145;47.9;9998
11;2019;1.5;1;4605;1;145;61.4;19998
2;2019;1.0;1;12078;4;145;58.9;14998
10;2014;1.6;1;45460;1;125;60.1;6998
5;2016;1.5;3;24963;4;160;44.8;10498
2;2015;2.0;1;51103;4;240;39.2;12298
4;2015;2.0;1;63863;1;145;54.3;9498
4;2016;2.0;3;55145;1;145;52.3;11990
1;2017;1.0;1;28842;4;0;65.7;7490
1;2019;1.0;1;11060;4;145;58.9;13698
2;2017;1.0;1;39539;4;20;60.1;10498
5;2017;1.5;3;3652;4;165;44.8;10798
4;2017;2.0;1;29667;1;125;60.1;15998
2;2016;1.5;1;49080;1;0;74.3;8998
4;2015;2.0;1;61787;1;125;60.1;9298
10;2017;1.5;1;29886;1;30;64.2;10698
4;2017;2.0;3;31098;1;150;54.3;17498
4;2017;2.0;1;15860;1;150;54.3;13998
1;2019;1.0;1;8263;4;145;60.1;14998
1;2015;1.0;1;13118;4;0;65.7;8298
1;2016;1.0;1;19256;4;0;65.7;9698
1;2017;1.2;1;11085;4;125;54.3;7798
2;2018;1.0;1;10150;4;145;58.9;13498
2;2016;1.5;1;46176;1;0;74.3;9690
2;2017;2.0;1;18506;1;20;67.3;16498
1;2017;1.0;1;11476;4;145;65.7;11495
5;2015;1.5;1;29681;4;160;44.8;8000
7;2015;2.0;3;51581;1;125;57.7;11400
1;2017;1.1;1;32994;4;145;64.2;8250
1;2019;1.0;1;12320;4;145;58.9;10998
5;2018;1.0;1;3956;4;145;53.3;12998
1;2014;1.0;1;39002;4;0;65.7;6698
4;2018;1.5;1;10087;1;145;64.2;15998
1;2014;1.2;1;21284;4;30;54.3;6498
2;2017;1.5;1;17307;1;145;74.3;12998
2;2017;2.0;1;10222;4;145;41.5;18998
1;2015;1.2;1;10801;4;125;54.3;8498
1;2015;1.2;1;42477;4;30;54.3;6998
4;2013;2.0;3;64718;1;205;45.6;9498
1;2019;1.1;1;3484;4;150;48.7;11698
2;2019;2.0;1;2958;1;145;70.6;19300
2;2017;2.0;1;23365;4;145;41.5;16890
2;2016;1.5;1;34214;1;0;74.3;9420
2;2019;1.0;1;5341;4;145;60.1;15390
2;2019;1.0;1;6736;4;145;60.1;15370
2;2015;1.5;1;27412;1;0;74.3;9230
8;2017;1.2;1;11203;4;145;57.7;6990
2;2017;2.0;1;45400;1;20;67.3;15591
5;2018;1.0;1;16156;4;145;54.3;12891
1;2017;1.0;2;8337;4;145;54.3;10447
4;2014;2.0;1;71854;1;145;53.3;8998
13;2013;1.0;1;37058;4;30;55.4;5998
2;2017;1.5;1;28497;1;145;74.3;11998
15;2014;1.2;1;30658;4;30;57.7;4298
2;2015;1.0;1;36462;4;20;60.1;7498
1;2013;1.6;3;22125;4;150;47.9;7998
2;2016;1.0;1;18154;4;20;60.1;9498
4;2017;2.0;3;23270;1;145;54.3;19498
4;2015;2.0;1;34332;1;145;54.3;13698
4;2015;2.0;3;44123;1;145;52.3;11498
14;2017;2.0;1;29326;1;200;47.9;20498
4;2018;1.5;1;13737;1;145;64.2;16998
2;2015;1.5;1;32492;1;0;74.3;8998
2;2018;2.0;1;16312;1;145;67.3;18998
1;2019;1.0;1;14698;4;145;58.9;13898
1;2019;1.0;1;20388;4;145;58.9;13498
1;2017;1.0;1;8966;4;145;65.7;11998
2;2015;1.6;1;56282;1;20;67.3;8298
10;2017;1.5;1;12124;1;30;64.2;11698
1;2019;1.0;1;8389;4;145;60.1;14998
2;2019;1.0;2;11022;4;145;51.4;17498
2;2019;1.5;1;7359;1;145;74.3;17498
2;2019;1.5;1;8657;1;145;74.3;16998
6;2017;1.5;1;19534;1;20;68.9;10498
1;2018;1.0;2;921;4;145;49.6;15698
1;2015;1.5;1;48938;1;0;78.5;6998
4;2017;2.0;1;7431;1;125;60.1;15498
2;2015;1.0;1;31974;4;20;61.4;8498
5;2015;1.5;1;17786;4;160;44.8;7998
1;2014;1.2;1;52627;4;30;54.3;4698
1;2019;1.0;1;10970;4;145;58.9;11998
4;2013;2.0;1;32347;1;200;47.9;10998
2;2016;1.5;1;51324;1;0;74.3;8998
1;2017;1.2;1;6213;4;125;54.3;9298
6;2016;1.0;1;27639;4;30;55.4;10998
1;2013;1.2;1;64628;4;30;54.3;5298
2;2016;2.0;1;16501;1;20;67.3;14498
1;2015;1.0;1;37313;4;0;65.7;6798
1;2014;1.2;1;33154;4;30;54.3;6998
13;2017;1.0;1;13163;4;145;55.4;9798
5;2017;1.0;1;17593;4;125;52.3;9798
2;2015;1.0;1;13391;4;20;61.4;9698
6;2017;1.5;1;31877;1;20;68.9;9498
1;2019;1.0;1;13783;4;145;58.9;11798
1;2019;1.0;1;18115;4;145;58.9;11698
6;2017;1.0;1;34980;4;30;55.4;9998
2;2015;1.5;1;30149;1;0;74.3;9698
2;2017;1.5;1;9484;1;0;74.3;12698
6;2017;1.5;1;18250;1;20;68.9;10498
1;2014;1.0;1;15412;4;0;65.7;7798
2;2019;2.0;2;4797;1;145;64.2;19798
2;2019;2.0;2;2451;1;145;64.2;19998
4;2017;1.5;3;23224;1;145;58.9;16498
2;2019;2.0;2;6879;1;145;51.4;19998
4;2014;2.0;1;45543;1;145;53.3;9298
2;2019;1.5;2;2840;1;145;74.3;18298
1;2018;1.0;1;10970;4;145;58.9;10998
10;2017;1.0;1;8913;4;145;54.3;13498
2;2017;1.0;3;14876;4;125;51.4;12698
1;2019;1.0;1;3002;4;145;60.1;14998
2;2018;2.0;1;5757;4;145;41.5;20998
1;2016;1.2;1;12163;4;125;54.3;8998
1;2019;1.0;1;5721;4;145;60.1;14998
2;2016;1.5;1;27193;1;0;74.3;9998
4;2018;1.5;1;11460;1;145;54.3;15998
7;2016;2.0;3;66732;1;125;57.7;11298
2;2017;2.0;1;16290;1;20;67.3;15998
2;2016;2.0;1;32263;4;200;41.5;14498
1;2018;1.0;1;16353;4;145;65.7;10998
2;2019;2.0;2;11738;1;145;64.2;18998
1;2015;1.2;1;23764;4;125;54.3;7498
2;2016;2.0;1;41484;1;20;67.3;12998
1;2017;1.0;1;20241;4;145;65.7;10798
15;2013;1.2;1;45880;4;30;57.7;4198
2;2019;1.0;1;6092;4;145;49.6;16998
2;2017;2.0;1;11913;4;145;41.5;18998
2;2018;2.0;1;19382;4;145;41.5;19498
1;2017;1.0;1;10500;4;0;65.7;11698
2;2015;1.0;1;24717;4;20;60.1;9498
1;2019;1.1;1;6158;4;150;48.7;11498
1;2017;1.0;1;2360;4;150;65.7;10998
2;2019;1.0;1;19322;4;150;60.1;16998
4;2016;2.0;1;18480;1;150;54.3;16998
4;2014;2.0;1;52681;1;145;53.3;9298
1;2014;1.2;1;29095;4;30;54.3;6998
2;2016;1.5;1;7906;1;0;74.3;12698
2;2015;1.5;1;22420;1;0;74.3;9498
2;2015;1.5;1;18733;1;0;74.3;9798
1;2017;1.0;1;23358;4;20;62.8;11298
5;2016;1.0;1;34769;4;125;53.3;8998
4;2017;1.5;1;16300;4;160;45.6;12998
2;2016;2.0;1;15646;1;20;67.3;16798
6;2016;1.5;1;17330;1;20;68.9;9998
1;2016;1.0;1;23771;4;0;65.7;8198
1;2017;1.0;1;6991;4;145;65.7;10698
2;2017;1.0;1;11469;4;20;61.4;10698
1;2013;1.2;1;54323;4;30;54.3;4998
17;2018;5.0;1;20847;4;145;20.9;29998
2;2014;1.6;1;62855;1;20;67.3;5998
2;2019;1.0;1;2936;4;145;60.1;16498
1;2016;1.5;1;41271;1;0;88.3;7498
2;2017;1.0;1;24741;4;20;60.1;10498
18;2018;1.5;2;10703;1;145;56.6;16298
4;2017;1.5;1;11563;1;30;64.2;13298
10;2017;1.5;1;29684;1;30;64.2;10498
1;2016;1.2;1;20809;4;125;54.3;7298
1;2018;1.0;1;10320;4;145;56.5;11998
2;2018;1.0;1;14579;4;145;60.1;15498
8;2017;1.2;1;12392;4;145;57.7;7798
1;2018;1.1;1;7541;4;145;55.4;10698
10;2017;1.5;1;6368;1;30;64.2;11498
1;2019;1.0;1;10032;4;145;58.9;14698
1;2019;1.0;1;8438;4;145;58.9;14698
2;2018;1.5;1;27277;1;145;74.3;11498
1;2016;1.0;1;19882;4;0;65.7;8998
1;2019;1.0;1;6432;4;145;58.9;13998
2;2015;1.6;1;55312;1;20;67.3;7498
1;2013;1.0;1;51348;4;0;65.7;5998
7;2016;2.0;1;29964;1;30;65.7;11998
4;2019;1.5;1;9420;4;145;39.2;19498
5;2017;1.0;1;21236;4;145;52.3;9591
1;2019;1.0;1;5731;4;145;60.1;15450
2;2016;1.0;1;53922;4;20;60.1;7991
1;2014;1.2;1;31064;4;30;54.3;6150
8;2018;1.2;1;9880;4;145;57.7;7542
1;2015;1.0;1;27128;4;0;65.7;7324
7;2016;2.0;3;59601;1;125;57.7;11498
1;2016;1.5;1;11813;1;0;78.5;8998
5;2016;1.0;1;30557;4;125;53.3;8998
2;2018;1.0;1;25464;4;145;60.1;11498
2;2019;1.5;1;13699;1;145;74.3;16498
2;2019;1.0;1;12558;4;145;58.9;14798
1;2019;1.0;1;9847;4;145;58.9;13798
2;2017;1.5;1;14653;1;0;74.3;10998
2;2017;1.0;1;2666;4;20;61.4;11298
2;2019;2.0;2;9694;1;145;64.2;15998
1;2019;1.0;1;7995;4;145;60.1;14998
5;2016;1.5;1;48010;1;30;64.2;7498
13;2013;1.6;3;33155;4;160;44.1;6498
1;2016;1.5;1;49010;1;0;78.5;6998
2;2017;1.5;1;15417;1;0;74.3;11798
1;2018;1.0;3;9917;4;145;54.3;12998
1;2018;1.0;1;16658;4;145;65.7;10998
2;2017;1.0;1;28732;4;145;61.4;10498
2;2018;1.0;3;12619;4;145;51.4;13498
1;2018;1.0;1;17096;4;145;58.9;12998
1;2019;1.1;1;23309;4;145;55.4;10298
1;2019;1.0;1;7942;4;145;56.5;12698
4;2017;2.0;3;24956;1;145;54.3;16498
1;2013;1.2;1;15268;4;30;54.3;6998
1;2019;1.0;1;14337;4;145;58.9;11698
1;2019;1.0;1;17218;4;145;58.9;13998
2;2017;2.0;1;18215;4;145;41.5;16798
1;2019;1.0;1;9501;4;145;58.9;11998
1;2019;1.0;1;10248;4;145;58.9;13498
10;2015;1.5;1;47182;1;30;64.2;8498
1;2017;1.0;1;19690;4;150;65.7;10998
2;2017;1.5;1;8308;1;0;74.3;11998
2;2017;1.5;1;13588;1;0;74.3;12698
2;2019;1.0;2;2411;4;150;42.8;18998
1;2015;1.2;1;30299;4;125;54.3;6798
4;2015;2.0;1;37203;1;125;60.1;9698
2;2019;1.0;1;11184;4;145;60.1;17498
1;2013;1.2;1;50052;4;30;54.3;5998
1;2017;1.2;1;6721;4;125;54.3;8498
2;2018;2.0;1;10249;4;145;41.5;20498
2;2016;1.5;1;20340;1;0;74.3;9598
1;2019;1.0;1;7845;4;145;58.9;13898
2;2014;1.6;1;32541;1;20;67.3;8298
2;2016;1.0;1;34211;4;20;60.1;10298
2;2018;1.0;1;9328;4;145;58.9;13998
4;2016;2.0;3;15075;1;150;52.3;11798
1;2017;1.0;1;11544;4;145;65.7;10598
2;2017;1.5;1;10474;1;0;74.3;11998
2;2019;2.3;1;4813;4;145;34.5;25498
1;2019;1.0;1;14358;4;145;58.9;11998
1;2019;1.0;1;7512;4;145;58.9;13998
2;2017;2.0;1;16346;4;145;41.5;17298
1;2015;1.2;1;34362;4;125;54.3;7498
1;2019;1.0;1;12286;4;145;58.9;11798
1;2019;1.0;1;14068;4;145;58.9;11798
1;2018;1.0;1;14523;4;145;65.7;10698
2;2013;1.0;1;37966;4;30;56.5;6298
2;2015;1.5;1;76588;1;0;74.3;6998
1;2016;1.0;1;40480;4;0;65.7;7698
1;2017;1.0;1;23494;4;150;62.8;10698
1;2018;1.1;1;8608;4;145;55.4;9998
12;2017;2.0;1;33758;1;125;56.5;16498
4;2017;2.0;1;30878;1;145;60.1;15500
5;2015;1.5;1;26000;4;160;44.8;7900
1;2018;1.0;1;22410;4;145;56.5;10998
1;2015;1.0;1;25506;4;0;65.7;7498
1;2017;1.0;1;22788;4;145;65.7;10498
1;2018;1.0;1;21955;4;145;56.5;10998
1;2019;1.0;1;8783;4;145;55.4;14998
1;2014;1.2;1;43539;4;30;54.3;5998
2;2016;1.0;1;18913;4;20;60.1;10420
2;2017;2.0;1;25526;4;145;41.5;17630
1;2013;1.5;1;27783;1;0;76.4;6698
4;2017;2.0;1;19170;1;145;60.1;16998
1;2014;1.2;1;54249;4;30;54.3;6495
4;2019;2.0;3;4274;1;145;37.2;18995
4;2015;2.0;1;65151;1;145;54.3;9498
6;2013;1.6;1;45536;1;30;62.8;6498
2;2017;1.5;3;18978;1;0;74.3;11998
1;2019;1.0;1;14132;4;145;58.9;11498
4;2014;2.0;1;59114;1;200;47.9;9498
8;2017;1.2;1;11504;4;145;57.7;6999
1;2016;1.2;1;27098;4;125;54.3;6950
5;2016;1.5;1;31146;1;30;64.2;7995
1;2017;1.2;1;12868;4;125;54.3;7695
5;2018;1.5;1;32356;1;145;64.2;11795
1;2014;1.2;1;52395;4;30;54.3;5698
1;2014;1.0;1;45067;4;0;65.7;6698
1;2016;1.2;1;21715;4;125;54.3;7998
8;2017;1.2;1;5668;4;145;57.7;7998
4;2017;2.0;3;26663;1;145;54.3;15998
2;2017;1.0;1;35850;4;20;61.4;9498
1;2015;1.0;1;39167;4;0;65.7;6498
4;2015;2.0;1;61270;1;145;54.3;8998
6;2015;1.6;1;35901;4;160;44.1;7798
7;2016;2.0;1;64351;1;30;62.8;10698
1;2017;1.2;1;21302;4;125;54.3;8498
4;2013;2.0;1;39432;1;145;53.3;9798
1;2015;1.2;1;46857;4;125;54.3;6498
8;2017;1.2;1;6276;4;145;57.7;7998
4;2013;2.0;1;50216;1;145;53.3;8798
2;2017;2.0;1;27532;1;145;67.3;15798
1;2018;1.1;1;11783;4;150;64.2;9698
2;2018;1.0;1;12090;4;145;58.9;14000
5;2018;1.0;1;18980;4;145;52.3;13998
1;2018;1.0;1;15634;4;145;60.1;11250
1;2015;1.0;1;25604;4;0;65.7;8326
1;2014;1.2;1;29123;4;30;54.3;6672
8;2017;1.2;1;3194;4;150;57.7;7800
2;2016;1.0;1;19130;4;20;61.4;9000
2;2018;1.0;1;19135;4;145;57.7;12993
5;2017;1.0;1;38275;4;125;52.3;8742
2;2013;1.0;1;41250;4;30;56.5;6477
4;2019;1.5;1;100;4;150;35.3;20998
1;2016;1.0;1;18016;4;0;65.7;10298
1;2017;1.2;1;14110;4;150;54.3;8498
4;2015;2.0;1;52180;1;125;60.1;9000
4;2019;1.5;1;12587;4;145;35.3;18300
4;2019;1.5;1;7536;1;145;54.3;18700
1;2017;1.2;1;29543;4;125;54.3;7800
8;2018;1.2;1;9763;4;145;57.7;8150
1;2018;1.0;1;17299;4;145;61.4;12700
1;2017;1.1;1;11474;4;145;64.2;9300
8;2017;1.2;1;17750;4;145;57.7;7100
2;2017;1.5;1;39763;1;0;74.3;9798
5;2017;1.5;1;15750;4;145;44.8;9498
1;2017;1.2;1;13684;4;125;54.3;8998
2;2016;1.5;1;22904;1;0;74.3;10798
10;2017;1.5;1;35853;1;30;64.2;10498
1;2016;1.0;1;36488;4;20;62.8;8998
7;2016;2.0;3;65249;1;125;57.7;9998
4;2019;1.5;1;6618;1;145;45.6;17870
2;2019;1.0;1;7864;4;145;60.1;16640
3;2020;1.0;1;910;4;145;50.4;20991
1;2018;1.1;1;19272;4;145;64.2;9491
2;2018;1.0;1;28313;4;145;60.1;10700
13;2018;1.0;1;4723;4;145;55.4;10550
2;2018;1.0;1;11817;4;145;60.1;11000
2;2019;1.0;2;12821;4;145;50.4;18391
1;2017;1.0;1;14330;4;0;65.7;9157
2;2017;1.0;1;6471;4;20;61.4;10930
1;2017;1.2;1;20901;4;145;54.3;8000
1;2018;1.0;1;14415;4;145;65.7;10950
1;2013;1.0;1;50501;4;0;65.7;5200
2;2018;1.0;1;8271;4;145;60.1;13400
8;2018;1.2;1;6334;4;145;57.7;8000
1;2017;1.1;1;10228;4;145;64.2;9350
1;2017;1.2;1;17812;4;145;54.3;8500
2;2016;2.0;1;72085;1;20;67.3;11500
1;2018;1.0;1;29163;4;145;65.7;9650
4;2017;2.0;1;32879;1;145;54.3;16750
2;2019;1.0;1;15888;4;145;60.1;16998
1;2016;1.2;1;33631;4;125;54.3;7498
1;2018;1.1;1;7654;4;150;55.4;10498
5;2016;1.0;1;21169;4;125;53.3;9698
4;2015;2.0;1;28126;1;145;54.3;13998
1;2017;1.0;1;22125;4;0;65.7;10498
2;2016;1.5;1;47577;1;0;74.3;8798
2;2017;1.5;1;17750;1;0;74.3;11698
2;2018;1.0;1;15448;4;145;57.7;12998
2;2019;1.0;1;16879;4;150;58.9;13998
1;2018;1.0;1;33095;4;145;65.7;12500
2;2017;1.0;1;18524;4;20;60.1;11700
1;2018;1.0;1;33268;4;145;65.7;12500
1;2018;1.1;1;21857;4;145;64.2;9500
1;2018;1.0;1;21763;4;145;65.7;10000
2;2017;1.0;1;23319;4;145;60.1;11450
8;2017;1.2;1;10282;4;30;57.7;7500
2;2017;1.0;1;24521;4;20;60.1;11450
1;2020;1.0;1;5;4;145;55.4;18000
8;2017;1.2;1;7062;4;145;57.7;7700
2;2018;1.0;1;17312;4;145;60.1;11800
1;2015;1.2;1;19810;4;30;54.3;7850
4;2019;1.5;1;6157;1;145;54.3;18750
1;2017;1.1;1;9576;4;145;64.2;9750
5;2018;1.0;1;9963;4;145;54.3;12500
1;2018;1.0;1;16093;4;145;65.7;11500
2;2017;1.0;1;36050;4;145;60.1;10800
4;2016;1.5;1;28989;1;30;64.2;11998
4;2019;1.5;1;10785;4;145;34.4;17750
4;2019;2.0;1;14154;1;145;38.2;17500
5;2018;1.0;1;16025;4;145;54.3;13750
2;2017;1.0;1;13275;4;145;60.1;10400
4;2017;1.5;1;22894;1;145;64.2;15995
4;2014;2.0;1;63348;1;145;53.3;9650
1;2016;1.0;1;32408;4;0;65.7;8600
2;2016;2.0;1;36638;1;20;67.3;13500
2;2018;1.0;1;10051;4;145;60.1;11500
2;2018;1.0;1;7680;4;145;60.1;11650
8;2017;1.2;1;22499;4;145;57.7;7750
1;2017;1.0;1;15378;4;0;65.7;9000
1;2017;1.0;1;11806;4;0;65.7;11298
2;2014;1.0;1;70745;4;20;60.1;5698
1;2014;1.5;1;69323;1;0;76.4;5298
1;2013;1.6;3;40491;4;150;47.9;6498
4;2017;1.5;1;9374;1;145;64.2;13500
1;2018;1.0;1;23239;4;145;65.7;11500
8;2019;1.2;1;3914;4;145;47.9;10000
2;2018;1.0;1;22162;4;150;57.7;12598
2;2015;1.5;1;29901;1;0;74.3;9498
2;2019;1.0;1;14645;4;150;60.1;16498
1;2018;1.0;1;25642;4;145;65.7;10998
1;2017;1.2;1;8552;4;125;54.3;9498
2;2016;1.5;1;17685;1;0;74.3;10498
4;2017;1.5;1;6318;4;160;45.6;12998
2;2019;1.0;2;5955;4;145;51.4;16498
2;2019;2.0;2;6096;1;145;64.2;18498
2;2017;1.5;1;26029;1;0;74.3;10498
5;2017;1.0;1;27400;4;150;53.3;8500
1;2017;1.5;1;12061;1;145;78.5;11500
1;2018;1.0;1;15220;4;145;65.7;11450
5;2018;1.0;1;19225;4;145;54.3;12850
2;2019;2.3;1;3011;4;145;34.5;25500
2;2019;2.3;1;6338;4;145;34.5;25500
2;2016;1.5;1;36565;1;0;74.3;9000
4;2015;2.0;1;28676;1;125;60.1;12000
2;2016;1.5;1;23256;4;125;51.4;10250
1;2017;1.5;1;19869;1;145;78.5;9000
2;2017;1.5;1;28761;1;0;74.3;9998
4;2017;1.5;1;25966;1;30;64.2;12198
4;2015;2.0;1;33749;1;125;60.1;12298
13;2014;1.0;1;34744;4;30;55.4;6498
2;2017;2.0;1;43000;4;150;41.5;14000
1;2016;1.5;1;65000;1;0;88.3;7000
15;2013;1.2;1;25300;4;30;57.7;4950
2;2017;1.5;1;37920;1;145;74.3;10500
2;2018;1.0;1;13485;4;145;57.7;13650
1;2018;1.0;1;12946;4;145;65.7;10850
1;2018;1.1;1;15237;4;145;64.2;9650
1;2018;1.1;1;9649;4;145;64.2;9950
1;2018;1.0;1;27843;4;145;65.7;10000
2;2013;1.6;1;35490;1;20;67.3;6776
2;2016;1.5;1;62595;1;0;74.3;7480
1;2017;1.2;1;18680;4;125;54.3;8310
8;2017;1.2;1;13404;4;145;57.7;7625
15;2014;1.2;1;28883;4;30;57.7;4430
1;2016;1.2;1;20447;4;125;54.3;8498
5;2018;1.0;1;1370;4;145;54.3;12698
2;2018;1.0;1;12024;4;145;58.9;13998
2;2017;1.0;1;15378;4;20;61.4;11498
2;2015;1.0;1;43361;4;20;60.1;7698
1;2018;1.1;1;9592;4;145;64.2;9000
1;2018;1.1;1;10945;4;145;64.2;9000
1;2018;1.1;1;9000;4;145;64.2;10450
1;2018;1.0;1;20000;4;145;65.7;10450
1;2018;1.0;1;8932;4;145;65.7;10000
1;2017;1.0;1;19496;4;145;65.7;10000
1;2018;1.0;1;11451;4;145;65.7;10650
4;2016;2.0;1;18454;1;145;54.3;15000
1;2017;1.0;1;12068;4;145;65.7;10000
1;2017;1.2;1;16913;4;125;54.3;8850
5;2016;1.5;3;13303;4;160;44.8;10998
2;2019;2.0;2;2676;1;145;64.2;17998
13;2016;1.0;1;24917;4;30;57.7;8698
1;2014;1.2;1;8487;4;30;54.3;7698
1;2016;1.0;1;24242;4;0;65.7;9998
4;2017;1.5;1;21511;1;150;64.2;13998
13;2014;1.6;3;29044;4;165;44.1;7998
2;2017;1.5;1;14604;1;0;74.3;11298
2;2019;1.0;2;12779;4;145;48.7;15298
4;2019;1.5;1;11251;4;145;39.2;19298
1;2018;1.5;1;14000;1;145;88.3;13495
4;2017;2.0;1;58402;1;125;60.1;13995
12;2017;2.0;1;67318;1;125;56.5;14995
16;2017;2.0;1;50565;1;150;56.5;14995
5;2019;1.0;3;4401;4;150;45.6;16995
4;2019;1.5;1;9447;1;150;54.3;18495
12;2016;2.0;2;72189;1;125;56.5;15495
6;2017;1.0;1;34463;4;145;55.4;10495
2;2017;1.5;1;197;1;145;74.3;38015
4;2017;2.0;1;55121;1;145;54.3;13995
4;2018;1.5;1;3713;1;145;54.3;16998
1;2013;1.0;1;9734;4;0;65.7;8698
1;2018;1.1;1;8163;4;150;55.4;10498
1;2016;1.2;1;33349;4;125;54.3;7298
4;2015;2.0;1;62232;1;125;60.1;9498
2;2017;2.0;1;37886;1;20;67.3;14498
6;2017;1.5;1;13888;1;145;68.9;10998
10;2017;1.5;1;19318;1;30;64.2;10798
12;2017;1.5;1;25595;4;150;43.5;16498
2;2017;2.0;1;25129;1;20;67.3;16998
18;2017;1.5;2;12757;1;145;56.6;14998
10;2017;1.5;3;17367;1;30;58.9;12498
2;2017;2.0;1;22947;1;20;67.3;15995
1;2017;1.2;1;18250;4;125;54.3;7995
9;2016;2.0;1;22704;1;200;44.8;16700
1;2017;1.2;1;12370;4;125;54.3;7430
1;2015;1.2;1;27425;4;125;54.3;6999
2;2013;1.0;1;41675;4;20;58.9;5999
7;2015;2.0;1;45971;1;20;68.9;9999
1;2017;1.2;1;12370;4;125;54.3;7713
6;2016;1.5;1;26199;1;20;68.9;9247
4;2017;2.0;1;31181;1;145;60.1;13190
2;2018;1.5;1;17330;4;145;51.4;11810
8;2019;1.2;1;2179;4;145;47.9;10600
8;2019;1.2;1;1524;4;145;47.9;10440
8;2019;1.2;1;1161;4;145;47.9;10460
1;2017;1.0;1;20926;4;0;65.7;10260
6;2017;1.5;1;42581;1;20;68.9;9650
4;2018;1.5;1;21651;4;145;45.6;15891
7;2018;1.5;1;9055;1;145;78.5;13691
2;2017;1.0;1;23699;4;145;60.1;9870
1;2017;1.0;1;29535;4;0;65.7;9020
4;2017;2.0;1;28866;1;145;54.3;12320
1;2016;1.0;1;7872;4;0;65.7;8990
2;2017;1.5;1;23445;1;0;74.3;11991
1;2014;1.2;1;60259;4;30;54.3;5491
1;2016;1.0;1;28720;4;0;65.7;9210
1;2017;1.0;1;19980;4;0;65.7;10491
16;2017;2.0;2;7743;1;145;52.3;20627
1;2019;1.0;1;14669;4;145;58.9;10850
8;2018;1.2;1;8879;4;145;57.7;7500
2;2016;1.5;1;34006;1;0;74.3;9790
8;2017;1.2;1;11690;4;145;57.7;7450
15;2013;1.2;1;33735;4;30;57.7;3691
6;2017;1.5;1;28523;1;20;68.9;10980
1;2019;1.0;2;5489;4;145;48.7;14021
2;2018;1.0;1;7732;4;145;60.1;16700
7;2017;1.5;1;31959;4;145;48.7;12790
8;2018;1.2;1;7933;4;145;57.7;8095
2;2018;2.0;1;5946;4;145;41.5;18797
2;2015;1.5;1;45566;1;0;74.3;8000
1;2016;1.2;1;17782;4;125;54.3;8640
6;2014;1.0;1;32123;4;30;55.4;8830
1;2014;1.0;1;40946;4;0;65.7;6250
1;2016;1.2;1;28805;4;125;54.3;7495
2;2018;1.5;1;18744;1;145;74.3;13498
9;2017;2.0;1;41269;1;145;44.8;17998
2;2017;1.0;1;25899;4;150;60.1;10991
2;2018;1.0;1;15623;4;150;57.7;12991
1;2019;1.0;1;13505;4;150;58.9;12991
1;2020;1.0;1;2489;4;150;55.4;15980
7;2017;2.0;3;27492;1;125;58.9;13991
5;2017;1.0;1;28000;4;145;52.3;9791
2;2017;1.0;3;12857;4;125;51.4;11291
1;2014;1.0;1;34567;4;0;65.7;7830
2;2015;1.5;1;44583;1;0;74.3;7180
2;2017;2.0;1;18523;4;200;41.5;18491
1;2018;1.0;1;12849;4;145;58.9;10760
1;2018;1.0;1;20271;4;145;65.7;11030
1;2018;1.0;1;19733;4;145;65.7;10870
2;2016;1.0;1;9928;4;20;60.1;11290
7;2015;2.0;1;59292;1;20;68.9;9221
6;2016;1.5;3;37561;1;20;64.2;9791
6;2017;1.5;1;12812;1;20;68.9;10291
